,genres comedy,genres outros,genres action,genres animation,genres drama,genres crime,genres romance,genres family,genres thriller,genres documentation
1246,0,2,0,0,1,0,0,0,1,0
1247,0,0,0,0,1,0,1,0,0,0
1248,0,0,0,0,1,0,0,0,0,0
1249,0,1,0,0,1,0,0,1,0,0
1250,0,0,0,0,0,0,0,0,0,1
1251,1,0,0,0,1,0,0,0,0,0
1252,0,0,0,0,1,0,1,0,0,0
1253,0,1,0,0,0,0,0,0,0,1
1254,0,1,0,0,1,0,0,0,0,0
1255,0,1,1,0,0,0,0,0,1,0
1256,0,3,0,0,1,0,0,0,1,0
1257,0,2,0,0,1,0,0,0,0,1
1258,1,0,0,0,1,0,1,1,0,0
1259,0,1,0,0,0,0,0,0,0,1
1260,0,3,0,0,1,0,0,0,0,0
1261,0,1,0,0,1,0,0,0,0,0
1262,0,2,0,0,1,0,0,0,1,0
1263,1,2,1,1,1,0,0,1,0,0
1264,0,1,1,0,1,0,0,0,0,0
1265,1,2,1,1,1,0,0,1,0,0
1266,1,0,0,0,0,0,0,0,0,0
1267,0,3,1,1,1,0,0,0,1,0
1268,1,1,1,1,0,0,0,0,0,0
1269,0,1,1,0,1,0,1,0,0,0
1270,0,1,0,0,0,0,0,0,1,0
1271,0,0,0,0,0,0,0,0,0,1
1272,1,0,0,0,0,0,0,0,0,0
1273,0,3,1,0,1,0,0,0,1,0
1274,0,0,0,0,1,1,0,0,1,0
1275,1,0,0,0,1,0,0,0,0,0
1276,0,1,0,0,1,0,1,0,0,0
1277,0,1,1,0,1,0,0,0,0,0
1278,0,2,0,0,0,1,0,0,0,1
1279,0,2,0,0,1,1,0,0,1,0
1280,0,1,0,0,1,1,0,0,1,0
1281,1,1,1,0,0,0,0,0,0,0
1282,1,1,0,0,0,0,0,0,0,1
1283,0,0,1,0,1,1,0,0,1,0
1284,1,1,0,0,0,0,0,0,0,0
1285,1,0,1,0,0,0,0,0,0,0
1286,0,1,0,0,1,0,0,0,0,0
1287,0,0,1,0,1,0,0,0,1,0
1288,1,0,0,0,1,0,1,0,0,0
1289,0,3,0,0,1,0,1,1,0,0
1290,1,3,1,1,0,1,0,1,0,0
1291,0,1,1,0,1,1,0,0,1,0
1292,0,0,0,0,0,0,0,0,0,1
1293,1,1,0,0,1,0,0,0,0,0
1294,0,1,1,0,1,0,0,0,0,0
1295,0,1,0,0,0,0,0,0,0,0
1296,1,0,0,0,0,0,0,0,1,0
1297,1,0,0,0,1,0,1,1,0,0
1298,0,1,0,0,1,0,0,0,1,0
1299,1,0,1,0,0,0,0,1,0,0
1300,1,0,0,0,0,0,1,0,0,0
1301,0,2,0,0,0,0,0,0,0,1
1302,0,1,0,0,1,1,0,0,0,0
1303,1,2,0,1,1,0,0,1,1,0
1304,0,0,0,0,1,1,1,0,1,0
1305,1,0,0,0,0,0,1,0,1,0
1306,0,0,0,1,0,0,0,1,0,0
1307,1,0,1,1,0,0,0,1,0,0
1308,0,1,0,0,0,0,0,0,0,0
1309,0,0,0,0,1,0,0,0,0,0
1310,1,1,1,0,0,0,0,0,0,0
1311,1,0,1,1,0,0,0,1,0,0
1312,1,2,1,1,0,0,0,1,0,0
1313,1,1,0,1,0,0,0,1,0,0
1314,1,0,0,0,1,0,0,0,0,0
1315,1,0,0,0,1,0,1,0,0,0
1316,0,1,0,0,1,0,0,0,0,0
1317,0,1,0,0,0,0,0,0,0,1
1318,1,0,0,0,1,0,0,0,0,0
1319,0,1,0,0,1,0,0,0,1,0
1320,1,2,1,1,0,0,0,1,0,0
1321,1,3,0,0,0,0,0,0,0,0
1322,0,1,0,0,0,0,0,0,1,0
1323,1,0,0,0,0,0,0,0,0,0
1324,0,1,1,0,1,0,1,0,1,0
1325,0,1,1,0,1,0,0,0,0,0
1326,1,0,0,0,0,0,0,0,0,0
1327,1,0,0,0,0,0,0,0,0,0
1328,1,2,0,1,0,0,0,1,0,0
1329,0,1,0,0,1,0,0,0,1,0
1330,0,0,0,0,1,0,1,0,0,0
1331,1,1,0,1,0,0,0,1,0,0
1332,0,0,0,1,0,0,0,0,0,0
1333,1,1,0,0,0,0,1,0,0,1
1334,1,2,1,1,1,0,0,1,0,0
1335,1,1,1,1,0,0,0,1,0,0
1336,0,0,1,0,0,1,0,0,1,0
1337,0,0,0,0,1,1,0,0,1,0
1338,0,0,0,0,1,1,0,0,1,0
1339,1,0,0,0,0,0,0,0,0,0
1340,0,0,1,0,1,0,0,0,0,0
1341,0,0,1,0,0,0,1,0,1,0
1342,0,0,0,0,1,0,0,0,0,0
1343,1,0,0,0,1,0,1,0,0,0
1344,0,0,0,0,0,1,0,0,0,1
1345,0,2,0,0,0,0,0,0,0,1
1346,1,0,0,0,0,0,0,0,0,0
1347,0,1,1,1,0,0,0,1,0,0
1348,0,0,1,0,1,1,1,0,1,0
1349,0,1,0,0,0,1,0,0,0,1
1350,0,1,1,0,1,0,0,0,0,0
1351,1,1,0,0,0,0,0,1,0,0
1352,1,0,0,0,0,0,1,0,0,0
1353,1,0,0,0,0,0,0,0,0,0
1354,0,0,0,0,0,0,0,0,0,1
1355,0,2,0,0,1,0,0,0,0,0
1356,1,1,0,1,0,0,0,1,0,0
1357,1,0,0,1,0,0,0,1,0,0
1358,0,1,0,1,1,0,0,1,0,0
1359,0,0,1,0,1,1,0,0,1,0
1360,0,0,0,0,0,0,0,0,0,1
1361,1,0,0,0,0,0,0,0,0,1
1362,0,1,0,0,0,0,0,0,1,0
1363,0,1,1,0,1,1,0,0,1,0
1364,0,0,0,0,0,0,0,0,0,1
1365,1,0,0,1,0,0,0,1,0,0
1366,1,2,1,1,0,0,0,1,0,0
1367,1,1,1,1,0,0,0,1,0,0
1368,1,0,0,0,0,0,0,0,0,0
1369,1,0,0,1,0,0,0,1,0,0
1370,1,1,1,1,0,0,0,1,0,0
1371,1,0,0,0,0,0,0,0,0,0
1372,0,1,0,0,1,0,0,0,0,0
1373,1,2,1,0,0,0,0,1,0,0
1374,1,1,0,1,0,0,0,1,0,0
1375,0,0,0,0,0,0,0,0,0,1
1376,0,2,1,1,0,0,0,0,0,0
1377,0,0,0,0,1,0,0,0,0,0
1378,1,0,0,0,1,0,1,0,1,0
1379,0,0,0,0,1,1,0,0,1,0
1380,1,0,0,0,1,1,0,0,0,0
1381,1,1,1,1,0,0,0,1,0,0
1382,0,0,0,0,1,0,0,0,0,0
1383,0,0,0,0,0,0,0,0,0,1
1384,0,0,0,0,1,0,0,0,1,0
1385,1,0,0,0,0,0,0,0,0,0
1386,0,1,1,0,1,0,0,0,1,0
1387,0,1,0,0,1,0,0,0,1,0
1388,1,1,0,0,0,0,0,0,0,0
1389,0,1,0,0,1,1,0,0,0,0
1390,1,1,1,1,1,0,0,0,0,0
1391,0,0,0,0,0,1,0,0,0,1
1392,0,1,0,0,0,0,0,0,0,1
1393,0,0,0,0,0,0,0,0,0,1
1394,0,0,0,0,0,0,0,1,0,0
1395,1,0,0,0,0,0,1,0,0,0
1396,0,0,1,0,1,0,0,0,1,0
1397,0,1,0,0,1,0,0,0,1,0
1398,0,1,0,0,0,0,0,0,0,1
1399,0,0,0,0,1,0,0,0,0,1
1400,1,0,0,0,0,0,0,0,0,0
1401,0,2,0,0,0,0,0,0,0,1
1402,0,2,0,0,1,0,0,0,0,0
1403,1,1,0,1,0,0,0,1,0,0
1404,0,0,1,0,0,0,0,0,0,0
1405,1,0,0,1,0,0,0,1,0,0
1406,1,0,0,0,0,0,0,0,0,0
1407,1,0,0,0,0,0,0,0,0,1
1408,0,0,1,0,0,0,0,1,0,0
1409,0,1,0,0,1,0,0,0,0,0
1410,1,0,1,0,0,1,0,0,1,0
1411,1,0,1,0,1,1,0,0,1,0
1412,0,0,0,0,1,1,0,0,1,0
1413,1,1,1,0,0,1,0,0,0,0
1414,1,1,0,0,1,0,1,1,0,0
1415,0,0,0,0,1,0,1,0,0,0
1416,1,1,0,0,0,0,0,0,0,0
1417,1,1,0,0,0,0,0,0,0,1
1418,1,0,0,1,0,0,0,1,0,0
1419,1,1,0,0,1,0,1,0,0,0
1420,0,0,0,0,1,0,1,0,0,0
1421,1,0,1,0,0,1,0,0,0,0
1422,1,2,0,1,1,0,1,1,0,0
1423,0,0,1,0,0,0,0,0,0,0
1424,1,0,0,0,1,0,0,0,0,0
1425,0,0,0,0,1,0,0,0,0,0
1426,1,0,0,1,1,0,0,0,0,0
1427,0,1,0,0,1,0,1,0,0,0
1428,1,0,0,0,1,0,0,0,0,0
1429,1,0,0,0,0,0,0,1,0,0
1430,0,0,0,0,1,0,0,0,0,0
1431,1,0,0,0,0,0,0,0,0,0
1432,1,2,1,0,1,0,0,0,0,0
1433,1,1,0,0,1,0,0,1,0,0
1434,0,0,1,0,0,1,0,0,0,0
1435,0,1,1,0,1,0,1,0,0,0
1436,0,1,0,0,1,0,0,0,0,1
1437,1,0,0,0,1,0,1,1,0,0
1438,1,0,0,0,1,0,1,0,0,0
1439,1,0,0,0,1,0,1,1,0,0
1440,0,1,1,0,1,1,0,0,1,0
1441,1,0,0,0,1,0,1,0,0,0
1442,0,3,0,0,1,1,0,0,0,1
1443,0,2,0,0,1,0,0,0,1,0
1444,1,0,1,0,1,1,0,0,0,0
1445,1,0,0,0,0,0,0,0,0,1
1446,0,1,0,0,0,0,0,1,0,0
1447,1,1,0,0,1,1,0,0,0,0
1448,0,1,0,0,1,0,0,0,0,0
1449,0,1,0,0,0,0,0,0,0,0
1450,0,0,0,0,1,1,0,0,1,0
1451,0,1,1,0,1,0,0,1,0,0
1452,1,0,0,0,0,0,0,0,0,1
1453,0,0,0,0,1,1,0,0,0,0
1454,0,0,1,0,1,1,0,0,0,0
1455,1,0,0,0,1,0,1,0,0,0
1456,0,1,0,0,1,0,0,0,0,0
1457,0,0,0,1,0,0,0,1,0,0
1458,1,0,0,0,0,0,0,0,0,0
1459,0,1,0,0,1,0,1,1,0,1
1460,0,0,0,0,0,0,0,0,1,0
1461,0,0,0,0,0,0,0,0,1,0
1462,1,0,0,0,1,0,0,0,1,0
1463,0,0,0,1,0,0,0,1,0,0
1464,0,0,1,0,0,0,0,0,0,0
1465,0,0,0,1,0,0,0,1,0,0
1466,1,0,0,0,0,0,0,0,0,0
1467,1,0,0,0,0,0,0,0,0,0
1468,0,1,0,0,1,0,0,0,1,0
1469,1,0,0,0,0,0,0,0,0,1
1470,1,0,0,0,0,0,0,0,0,0
1471,0,1,0,0,0,0,0,0,0,1
1472,1,0,0,0,0,0,0,0,0,0
1473,0,0,1,0,1,1,1,0,0,0
1474,1,0,0,0,0,0,0,0,0,0
1475,1,0,0,0,0,0,0,0,0,1
1476,1,0,0,0,1,0,0,0,0,1
1477,0,0,0,0,0,0,0,0,0,1
1478,1,0,0,0,1,0,1,0,0,0
1479,0,1,0,0,1,0,0,0,0,0
1480,1,0,0,0,0,0,0,0,0,0
1481,1,0,0,0,1,0,1,1,0,0
1482,0,0,1,0,1,1,0,0,0,0
1483,1,0,0,0,1,0,1,0,0,0
1484,0,0,1,0,1,0,0,0,0,0
1485,1,0,0,0,0,0,0,0,0,0
1486,0,0,0,0,0,0,0,0,0,1
1487,0,1,1,0,1,1,0,0,1,0
1488,1,0,0,0,1,0,0,0,0,0
1489,1,2,0,0,1,0,0,0,0,0
1490,0,1,1,1,0,0,0,0,0,0
1491,0,0,0,0,1,0,0,0,0,0
1492,1,0,0,0,0,0,0,0,0,0
1493,1,0,0,0,0,0,0,0,0,0
1494,1,0,0,0,0,0,0,0,0,1
1495,0,0,0,0,0,0,0,0,0,1
1496,0,0,1,0,0,1,0,0,1,0
1497,0,0,0,0,1,0,1,0,0,0
1498,1,0,0,0,1,0,1,0,0,0
1499,0,1,0,0,1,1,0,0,1,0
1500,0,1,0,0,0,0,0,0,0,1
1501,1,1,0,0,1,0,1,0,0,1
1502,0,1,0,0,0,0,0,0,0,1
1503,1,1,0,0,1,0,1,0,0,0
1504,0,0,0,0,0,0,0,0,0,1
1505,1,2,0,1,0,0,0,1,0,0
1506,1,0,1,0,1,0,0,0,0,0
1507,0,1,0,0,1,0,0,0,0,0
1508,1,0,0,0,0,0,0,0,0,1
1509,0,0,0,0,1,0,0,0,0,0
1510,1,0,0,0,1,0,0,0,0,0
1511,0,0,0,0,1,0,1,1,1,0
1512,0,0,0,0,1,0,0,0,0,0
1513,0,0,0,0,0,0,0,0,0,1
1514,0,0,1,0,1,0,0,0,0,0
1515,1,0,0,0,1,0,0,0,0,1
1516,0,0,0,0,1,0,0,0,0,0
1517,0,1,0,0,1,0,0,0,0,0
1518,1,1,0,0,1,0,1,0,0,0
1519,1,0,1,0,1,0,0,0,0,0
1520,0,0,0,0,1,0,0,0,1,0
1521,1,1,0,0,1,0,0,0,0,0
1522,1,1,0,1,0,0,0,1,0,0
1523,0,1,0,0,1,0,0,0,0,0
1524,0,0,0,0,0,0,0,0,0,1
1525,0,0,0,0,1,0,0,0,1,0
1526,0,1,0,0,1,1,0,0,1,1
1527,0,1,0,0,1,0,0,0,0,0
1528,0,1,0,0,1,0,0,0,0,0
1529,1,0,1,1,0,0,0,1,0,0
1530,0,0,0,0,0,0,0,1,0,0
1531,1,1,0,0,0,0,0,0,0,0
1532,1,1,0,0,1,0,1,0,0,0
1533,0,0,0,0,1,0,0,0,0,0
1534,1,0,0,0,1,0,1,0,0,0
1535,0,1,1,1,0,0,0,0,0,0
1536,1,0,0,0,1,0,0,0,0,0
1537,1,1,0,1,0,0,0,1,0,0
1538,1,0,0,0,1,0,1,0,0,0
1539,0,1,1,0,1,0,0,0,0,0
1540,0,3,1,0,0,0,0,1,1,0
1541,0,1,0,0,1,0,1,0,0,0
1542,0,1,0,0,1,0,0,0,0,0
1543,1,0,0,0,1,0,0,0,0,0
1544,0,0,1,0,0,0,0,0,0,0
1545,0,1,0,0,1,0,0,0,0,0
1546,1,0,1,0,1,1,0,0,0,0
1547,0,1,0,0,1,0,0,0,1,0
1548,0,1,0,0,0,0,0,0,0,0
1549,1,2,0,1,0,0,0,0,0,0
1550,1,1,0,0,0,0,0,0,0,0
1551,1,0,0,0,1,0,0,0,0,0
1552,1,1,0,0,1,0,0,1,1,0
1553,1,1,0,0,1,0,0,0,0,0
1554,0,0,0,0,0,0,0,0,0,1
1555,0,0,0,0,1,0,0,0,0,0
1556,1,0,0,0,0,0,0,0,0,0
1557,1,0,0,0,1,0,1,0,0,0
1558,0,1,0,0,1,0,1,0,1,0
1559,1,1,0,1,0,0,0,1,0,0
1560,1,0,0,0,0,0,0,1,0,0
1561,0,0,0,0,1,0,0,0,0,0
1562,1,0,0,0,0,0,0,0,0,1
1563,1,1,1,0,0,0,1,0,0,0
1564,0,0,0,1,0,0,0,0,0,0
1565,1,0,0,0,0,0,0,0,0,0
1566,0,1,0,0,1,0,0,0,1,0
1567,1,0,0,0,0,0,0,0,0,0
1568,1,0,0,0,1,0,0,0,0,0
1569,1,1,0,0,1,0,0,0,0,0
1570,0,2,0,0,1,0,0,0,0,0
1571,1,0,0,0,0,0,0,0,0,0
1572,0,0,0,0,1,0,1,0,0,0
1573,1,1,0,0,1,0,1,0,0,0
1574,1,1,0,0,1,0,0,0,0,0
1575,1,0,0,0,0,0,0,0,0,0
1576,1,0,0,0,0,0,0,0,0,1
1577,1,0,0,0,0,0,0,0,0,0
1578,0,1,0,0,1,0,1,1,0,1
1579,0,0,0,0,0,0,0,1,0,1
1580,1,1,1,0,0,0,0,0,0,0
1581,0,0,0,0,0,0,0,0,0,1
1582,0,2,1,0,1,1,0,0,1,0
1583,0,1,0,0,1,0,0,0,0,0
1584,0,2,1,0,0,0,0,0,1,0
1585,1,0,0,0,0,0,0,0,0,0
1586,1,0,0,0,0,0,0,0,0,0
1587,0,0,0,0,1,0,1,0,0,0
1588,1,0,0,1,1,0,0,0,0,0
1589,0,1,0,1,0,0,0,1,0,0
1590,1,0,0,0,0,0,0,0,0,0
1591,0,1,0,0,0,0,0,0,1,0
1592,0,1,0,0,1,1,0,0,1,0
1593,1,1,0,0,1,0,1,0,0,0
1594,0,0,1,0,1,1,0,0,1,0
1595,0,1,0,0,0,0,0,0,0,1
1596,0,0,0,0,1,0,0,0,0,0
1597,1,0,0,0,0,0,1,0,0,0
1598,1,0,1,1,0,0,0,1,0,0
1599,1,2,0,1,0,0,0,1,0,0
1600,1,0,0,0,0,0,0,0,0,1
1601,1,0,0,0,1,0,1,0,0,0
1602,0,0,0,0,1,0,1,0,0,0
1603,1,0,0,0,0,0,0,0,0,0
1604,0,0,0,1,0,0,0,1,1,0
1605,1,0,0,0,1,0,0,0,0,0
1606,0,2,0,0,0,0,0,0,1,0
1607,0,1,0,0,0,0,0,0,0,1
1608,1,0,0,0,0,0,0,0,0,1
1609,1,0,0,0,0,0,0,0,0,0
1610,1,0,0,0,0,0,0,0,0,0
1611,0,0,0,0,0,0,0,0,0,1
1612,0,1,0,0,1,0,1,0,0,0
1613,0,0,0,0,0,0,0,1,0,0
1614,0,0,1,0,1,1,0,0,1,0
1615,0,0,1,0,1,0,0,0,0,0
1616,1,0,0,0,0,0,0,0,1,0
1617,0,0,0,0,1,0,0,0,0,0
1618,1,0,0,0,0,0,0,0,0,0
1619,0,0,0,0,1,0,0,0,0,0
1620,0,0,1,0,1,1,0,0,1,0
1621,1,0,1,1,0,0,0,0,0,0
1622,0,0,0,0,1,0,1,0,0,0
1623,0,0,0,0,1,0,1,0,0,0
1624,1,0,0,0,0,0,0,0,0,0
1625,0,0,0,0,1,0,0,0,0,0
1626,0,0,0,0,1,0,0,0,1,0
1627,1,0,0,0,0,0,0,0,0,0
1628,0,0,0,0,0,0,0,0,0,0
1629,0,0,0,0,0,0,0,1,0,0
1630,1,1,0,0,0,0,0,0,0,0
1631,0,0,0,0,1,1,0,0,1,0
1632,0,0,0,0,1,0,1,0,0,0
1633,0,1,0,0,1,0,0,0,1,0
1634,0,0,0,1,0,0,0,0,0,0
1635,1,0,0,0,0,0,0,0,0,0
1636,1,0,0,0,0,1,0,0,0,0
1637,1,0,0,0,0,0,0,0,0,0
1638,1,0,0,0,0,0,0,0,0,1
1639,1,0,0,0,1,0,0,0,0,0
1640,0,0,0,0,1,0,0,0,0,0
1641,0,0,0,0,1,0,0,0,0,0
1642,0,0,0,0,1,0,0,0,0,0
1643,1,0,1,0,1,0,0,0,0,0
1644,0,0,0,0,0,0,1,0,0,0
1645,1,0,1,1,0,0,0,0,0,0
1646,1,0,0,0,0,0,0,0,0,0
1647,1,0,0,0,0,0,0,0,0,0
1648,0,0,0,0,1,0,0,0,1,0
1649,1,0,0,0,0,0,1,1,0,0
1650,1,0,1,0,0,0,1,0,0,0
1651,0,0,0,0,0,0,0,0,0,1
1652,0,0,0,0,0,0,0,0,0,1
1653,1,0,0,0,0,0,0,0,0,0
1654,1,0,0,0,0,0,0,0,0,0
1655,0,0,0,0,0,0,0,0,0,1
1656,1,0,0,0,0,0,0,0,0,0
1657,0,1,0,0,0,0,0,0,0,1
1658,0,0,0,0,0,0,0,0,0,1
1659,1,0,1,0,1,1,0,0,0,0
1660,0,1,0,0,1,0,0,0,0,0
1661,1,1,0,0,0,0,0,0,1,0
1662,1,1,0,0,0,0,0,0,0,0
1663,1,0,0,0,0,0,0,0,0,0
1664,1,0,1,0,1,0,0,0,0,0
1665,0,0,0,0,1,0,0,0,0,0
1666,0,0,0,0,1,0,0,0,0,0
1667,1,1,0,0,0,0,1,0,0,0
1668,1,0,1,1,0,0,0,0,0,0
1669,1,1,0,0,1,0,1,0,0,0
1670,1,1,0,0,1,0,1,1,0,0
1671,1,1,0,0,0,0,0,0,0,1
1672,1,0,0,0,0,0,0,0,0,0
1673,0,0,1,0,1,0,0,0,1,0
1674,0,0,0,0,0,0,0,0,0,1
1675,0,1,0,0,0,0,0,0,1,0
1676,1,0,0,0,1,0,1,0,0,0
1677,1,0,0,0,0,0,0,0,0,0
1678,1,0,0,0,1,0,0,0,0,0
1679,0,0,0,0,0,0,0,0,0,1
1680,0,0,0,0,0,0,0,0,0,1
1681,0,0,0,0,0,0,0,0,0,1
1682,0,0,1,0,1,0,0,0,0,0
1683,0,1,0,0,1,0,0,0,0,0
1684,1,0,0,0,1,0,0,0,0,0
1685,1,0,0,0,1,0,1,0,0,0
1686,1,0,0,0,0,0,0,0,0,0
1687,0,0,0,0,1,1,0,0,0,0
1688,1,0,0,0,0,0,0,0,0,0
1689,0,0,0,0,1,0,0,1,0,0
1690,1,0,0,0,1,0,1,0,0,0
1691,0,1,0,0,1,0,0,0,0,0
1692,0,0,1,0,1,1,0,0,0,0
1693,0,0,0,0,0,0,0,0,0,1
1694,1,0,0,0,0,0,0,0,0,0
1695,0,1,1,0,1,1,0,0,1,0
1696,1,0,0,0,1,0,1,0,0,0
1697,1,0,0,0,0,0,0,1,0,0
1698,0,0,0,0,1,0,1,0,0,0
1699,1,0,0,0,1,0,0,0,0,0
1700,1,0,0,0,1,0,0,0,0,0
1701,1,0,0,0,0,0,1,0,0,0
1702,1,0,0,0,0,1,0,0,1,0
1703,0,0,0,0,1,0,0,0,0,0
1704,0,0,0,0,0,0,0,0,0,0
1705,0,1,0,1,1,0,0,1,0,0
1706,1,0,0,0,0,0,0,0,0,0
1707,0,0,0,0,1,1,0,0,1,0
1708,0,0,0,0,1,0,0,0,0,0
1709,0,0,0,0,1,1,0,0,1,0
1710,0,1,1,0,1,0,0,0,1,0
1711,0,1,0,0,1,1,0,0,1,0
1712,0,2,1,0,1,0,0,0,0,0
1713,0,2,0,0,0,0,0,0,1,0
1714,0,3,0,0,1,0,0,0,0,0
1715,0,1,0,0,1,0,0,0,1,0
1716,0,0,0,0,1,1,1,0,1,0
1717,0,1,0,0,1,1,0,0,1,0
1718,1,2,0,0,1,0,0,0,0,0
1719,0,3,1,0,1,0,0,0,1,0
1720,1,1,1,0,1,0,0,0,0,0
1721,1,0,0,0,1,0,0,0,0,1
1722,0,0,0,0,1,1,0,0,1,0
1723,0,0,0,0,1,0,1,0,0,0
1724,0,1,1,0,1,1,0,0,1,0
1725,0,1,0,0,1,0,0,0,0,0
1726,0,0,0,0,1,1,1,0,1,0
1727,0,1,0,0,1,1,0,0,0,0
1728,0,0,1,0,1,1,0,0,1,0
1729,0,1,1,0,1,0,0,1,1,0
1730,0,2,0,0,1,1,0,0,1,0
1731,1,2,1,1,1,0,0,1,0,0
1732,1,0,0,0,1,1,0,0,0,0
1733,0,1,1,0,1,1,0,0,0,1
1734,0,0,0,0,0,0,0,0,0,1
1735,0,0,0,0,1,1,0,0,1,0
1736,0,1,0,0,1,0,0,0,1,0
1737,1,0,1,0,0,1,0,0,0,0
1738,1,1,0,0,1,0,1,0,0,0
1739,0,2,0,0,1,1,0,0,1,0
1740,0,1,1,0,1,0,0,0,1,0
1741,0,2,1,1,1,0,0,0,0,0
1742,0,0,0,0,1,1,0,0,0,0
1743,0,2,0,0,1,0,0,1,1,0
1744,0,0,0,0,1,0,0,0,0,0
1745,0,0,0,0,0,0,0,0,0,1
1746,1,0,0,0,1,1,0,0,0,0
1747,1,2,1,0,0,1,0,0,1,0
1748,1,0,0,0,0,0,0,0,0,0
1749,1,0,0,0,1,0,0,0,0,0
1750,1,1,0,0,1,0,0,0,0,0
1751,0,0,0,0,0,1,0,0,0,1
1752,0,1,0,0,0,0,0,0,1,0
1753,0,0,0,0,1,0,0,1,0,0
1754,0,2,1,0,1,0,0,0,0,0
1755,1,0,0,0,1,1,1,0,1,0
1756,1,1,0,1,0,0,1,1,0,0
1757,1,0,0,0,1,0,0,0,0,0
1758,0,0,1,0,1,0,0,0,1,0
1759,1,0,1,0,1,0,0,1,0,0
1760,0,2,0,0,1,0,0,0,0,0
1761,0,1,0,0,0,0,0,0,0,1
1762,0,1,0,0,1,0,0,0,1,0
1763,0,1,0,0,1,1,0,0,1,0
1764,0,0,0,0,0,1,0,0,0,1
1765,1,0,0,0,1,0,0,0,0,0
1766,0,2,0,0,0,0,0,0,1,0
1767,0,0,1,0,1,1,0,0,1,0
1768,0,2,0,0,1,0,0,1,0,0
1769,1,1,0,0,0,0,0,0,0,0
1770,0,1,0,0,1,1,0,0,1,0
1771,1,1,0,0,1,1,1,0,1,0
1772,1,0,0,0,0,0,1,0,0,0
1773,0,0,0,0,1,1,0,0,1,0
1774,0,2,1,0,1,0,0,0,1,0
1775,0,2,1,0,1,1,0,0,1,0
1776,1,0,0,1,0,0,0,1,0,0
1777,0,1,0,0,1,0,0,0,1,0
1778,0,1,0,0,1,0,0,0,0,0
1779,0,1,1,0,1,0,1,0,1,0
1780,0,1,0,0,1,0,0,0,1,1
1781,1,2,1,1,0,0,0,0,0,0
1782,1,0,0,1,0,0,1,0,0,0
1783,0,2,0,0,1,0,0,0,1,0
1784,0,1,1,0,1,0,0,0,0,0
1785,1,2,0,0,1,0,0,0,0,0
1786,0,2,1,0,1,0,1,0,0,0
1787,0,2,0,0,0,0,0,0,0,0
1788,1,0,0,0,1,0,0,0,0,0
1789,0,1,1,1,1,0,0,1,0,0
1790,0,2,0,0,1,0,1,0,0,0
1791,0,1,1,1,1,1,0,0,0,0
1792,0,1,1,0,1,1,0,0,1,0
1793,0,1,0,0,0,0,0,0,0,1
1794,0,2,1,0,1,0,0,0,0,0
1795,1,0,0,0,1,0,1,0,0,0
1796,1,0,0,0,1,0,0,0,0,0
1797,0,2,0,0,1,1,0,0,1,0
1798,0,0,0,0,1,1,0,0,1,0
1799,0,0,1,0,1,1,0,0,1,1
1800,0,0,0,0,1,0,0,0,1,0
1801,0,2,0,0,1,0,0,0,1,0
1802,1,1,0,0,0,0,0,0,0,0
1803,1,0,0,0,1,1,0,0,1,0
1804,1,0,0,1,0,0,1,0,0,0
1805,0,0,0,0,1,1,0,0,0,0
1806,0,1,1,0,1,0,0,0,0,0
1807,0,0,0,0,0,0,0,0,0,1
1808,1,0,0,0,1,0,0,0,1,0
1809,0,1,0,0,1,0,0,0,1,0
1810,0,1,0,0,1,0,0,0,1,0
1811,1,2,0,0,1,0,0,0,1,0
1812,0,0,0,0,1,1,0,0,1,0
1813,0,0,0,0,0,0,0,0,0,0
1814,0,0,0,0,1,1,0,0,0,0
1815,0,1,0,0,0,0,0,0,0,0
1816,0,2,0,1,1,0,1,0,0,0
1817,1,1,0,1,1,0,1,0,1,0
1818,0,2,0,0,1,0,0,0,1,0
1819,0,0,0,0,1,1,0,0,1,1
1820,1,0,0,0,1,0,0,0,0,0
1821,1,0,0,0,0,0,0,0,0,0
1822,1,1,0,0,1,1,0,0,1,0
1823,1,0,0,0,0,0,0,0,0,0
1824,0,3,1,1,1,0,0,0,0,0
1825,0,1,0,0,1,0,0,0,0,0
1826,1,2,0,1,1,0,0,1,0,0
1827,0,0,0,0,1,0,0,0,1,0
1828,0,2,0,0,1,0,0,0,1,0
1829,0,0,1,0,1,1,0,0,1,0
1830,1,0,0,0,1,0,1,0,0,0
1831,0,0,0,0,1,1,0,0,1,0
1832,1,1,1,1,0,0,0,0,0,0
1833,1,1,0,1,0,0,0,1,0,0
1834,0,2,1,1,1,0,0,1,1,0
1835,0,1,0,1,1,0,0,1,0,0
1836,0,0,0,0,0,0,0,0,0,1
1837,0,1,1,0,1,0,0,0,0,0
1838,0,1,0,0,1,0,0,0,1,0
1839,0,1,0,0,0,0,0,0,1,1
1840,0,2,0,0,0,0,0,0,0,1
1841,1,2,1,1,1,0,0,1,0,0
1842,0,1,0,0,1,0,0,0,1,0
1843,0,3,0,0,1,0,0,0,1,0
1844,0,1,0,0,1,1,0,0,1,1
1845,0,1,0,0,0,0,0,0,0,0
1846,1,0,0,0,0,0,1,0,0,0
1847,0,1,1,0,1,1,0,0,1,0
1848,0,1,0,0,1,0,0,0,1,0
1849,0,2,0,0,1,0,0,0,1,0
1850,0,1,0,0,1,0,1,0,1,0
1851,0,2,1,0,0,1,0,0,1,0
