,genres comedy,genres outros,genres action,genres animation,genres drama,genres crime,genres romance,genres family,genres thriller,genres documentation
624,0,0,0,0,1,0,0,0,0,0
625,1,0,0,0,1,0,0,0,0,0
626,1,0,0,0,1,0,1,0,0,0
627,0,0,0,1,0,0,0,0,0,0
628,0,1,0,0,1,0,0,0,0,0
629,0,0,1,1,0,0,0,0,0,0
630,0,1,0,0,0,0,0,0,0,1
631,0,0,0,0,1,0,1,0,0,0
632,0,0,0,0,0,0,0,0,0,0
633,0,0,0,1,0,0,0,0,0,0
634,0,0,0,0,1,0,0,0,1,0
635,0,0,0,0,1,0,1,1,0,0
636,0,0,0,0,0,0,0,0,0,0
637,0,0,0,0,0,0,0,0,0,0
638,0,0,0,0,1,0,0,0,0,0
639,0,0,0,0,1,0,0,1,0,0
640,1,0,0,0,1,0,0,0,0,0
641,1,0,0,0,0,0,0,0,0,0
642,0,2,0,0,1,0,0,0,1,0
643,0,2,1,0,0,0,0,0,0,0
644,1,3,1,1,1,1,0,1,1,0
645,0,0,1,0,1,1,0,0,1,0
646,0,0,1,0,0,0,0,0,1,0
647,1,0,0,0,0,0,1,0,0,0
648,0,2,0,0,1,0,0,1,0,0
649,0,2,0,0,1,0,0,0,1,0
650,0,0,0,0,1,0,0,0,1,0
651,0,1,0,0,1,0,0,0,0,0
652,0,1,1,0,1,1,0,0,0,0
653,1,1,1,1,0,0,0,0,0,0
654,0,1,0,0,0,0,0,0,0,0
655,0,2,0,0,1,0,1,0,0,0
656,0,0,0,0,1,0,0,0,1,0
657,1,1,0,0,1,0,1,0,0,0
658,1,3,1,1,1,0,0,0,1,0
659,1,1,1,1,1,0,0,1,0,0
660,0,1,1,0,1,0,0,0,1,0
661,0,1,1,0,1,1,0,0,1,0
662,1,3,1,1,0,0,0,1,0,0
663,1,3,1,1,1,0,1,0,1,0
664,1,2,1,1,1,0,0,1,0,0
665,0,0,1,0,0,1,0,0,1,0
666,0,0,1,0,1,1,0,0,1,0
667,0,0,1,0,1,1,0,0,1,0
668,0,1,0,0,1,1,1,0,0,0
669,1,0,0,1,0,0,0,1,0,0
670,0,1,0,0,1,1,0,0,1,0
671,1,2,0,0,0,0,0,0,0,0
672,0,1,1,0,0,1,0,0,1,0
673,1,1,1,1,0,0,0,1,0,0
674,1,0,0,0,1,1,0,0,0,0
675,1,1,1,1,0,0,0,1,0,0
676,0,1,0,0,1,0,0,1,0,0
677,1,0,0,0,1,0,1,0,0,0
678,0,1,1,0,0,0,0,0,1,0
679,1,3,1,1,1,0,0,1,1,0
680,1,1,0,0,0,0,1,0,0,1
681,1,1,1,0,0,0,0,0,0,0
682,0,3,1,1,1,0,0,0,0,0
683,0,3,1,1,1,0,0,1,0,0
684,0,0,0,0,0,0,0,0,0,1
685,0,1,1,0,0,0,0,0,0,0
686,1,1,0,0,1,0,0,0,0,0
687,0,2,1,0,1,0,0,0,0,0
688,1,0,0,0,1,0,1,0,0,0
689,0,0,0,0,1,0,0,0,0,0
690,1,1,0,0,1,0,0,0,0,0
691,1,1,0,1,1,0,0,1,1,0
692,1,3,1,0,0,0,0,0,0,0
693,1,0,1,0,0,0,0,0,0,1
694,0,1,0,0,1,1,0,0,1,0
695,1,2,1,1,0,0,0,0,0,0
696,1,0,0,1,0,0,0,1,0,0
697,1,1,0,1,0,0,0,0,0,0
698,0,1,0,0,0,0,0,0,0,0
699,0,1,0,0,1,0,0,0,1,0
700,1,1,0,0,1,0,1,0,0,0
701,1,1,0,1,1,0,0,1,0,0
702,1,0,0,0,0,0,0,0,0,1
703,0,1,1,1,0,0,0,0,0,0
704,1,1,0,1,0,0,0,1,0,0
705,0,2,0,0,1,0,1,0,1,0
706,1,2,0,0,0,0,0,0,0,0
707,1,1,0,0,0,0,1,0,0,0
708,1,1,0,1,0,0,0,1,0,0
709,0,0,1,0,1,1,0,0,1,0
710,0,1,1,1,0,0,0,0,0,0
711,1,1,1,1,0,1,0,0,0,0
712,0,0,0,0,1,0,0,0,0,1
713,0,1,0,0,1,0,0,1,0,0
714,1,0,0,0,0,0,0,0,0,0
715,0,0,0,0,1,0,0,0,0,0
716,1,2,1,1,0,0,0,1,0,0
717,0,0,1,0,1,1,0,0,0,0
718,1,0,0,0,1,0,0,0,0,0
719,1,1,0,1,0,0,0,1,0,0
720,0,2,1,1,1,0,0,0,0,0
721,1,0,0,0,1,0,1,0,0,0
722,0,1,0,1,0,0,0,0,0,0
723,0,0,0,0,0,0,0,0,0,1
724,1,0,0,0,0,0,0,0,0,0
725,0,0,0,0,0,0,0,0,0,1
726,0,1,0,1,0,0,0,1,0,0
727,0,1,0,0,0,0,0,0,0,1
728,1,0,0,0,1,0,1,1,0,0
729,0,0,0,0,1,0,0,0,0,0
730,1,0,0,0,0,0,0,0,0,1
731,0,1,0,1,0,0,0,0,0,0
732,0,1,0,0,0,0,0,0,0,0
733,1,0,1,0,0,1,0,0,1,0
734,0,1,0,0,0,0,0,0,0,1
735,1,0,0,0,1,0,1,0,0,0
736,0,0,1,0,1,1,0,0,1,0
737,1,0,0,0,1,0,0,0,1,0
738,1,2,1,1,0,0,0,0,1,0
739,1,0,0,0,0,0,0,0,0,0
740,0,0,0,0,0,0,0,0,0,1
741,1,0,0,0,0,0,1,0,0,0
742,1,0,0,0,0,0,0,0,0,0
743,0,1,0,0,1,0,0,1,0,0
744,1,1,0,0,0,0,0,1,0,0
745,0,1,1,0,1,1,0,0,1,0
746,0,1,1,0,1,0,0,0,1,0
747,0,0,0,0,1,1,0,0,0,0
748,1,0,0,0,0,0,0,1,0,0
749,0,1,1,0,0,1,0,0,1,0
750,1,1,0,0,1,0,1,0,0,0
751,0,0,0,0,1,0,0,0,0,0
752,1,0,0,0,1,0,0,1,0,0
753,0,1,0,0,1,1,0,0,1,0
754,0,0,0,0,1,0,0,0,0,0
755,1,0,0,0,1,0,1,0,1,0
756,0,0,1,1,1,0,0,0,0,0
757,0,0,0,0,1,0,0,0,0,0
758,0,0,0,0,1,1,0,0,1,0
759,1,0,1,1,0,0,0,1,0,0
760,1,1,0,0,1,0,0,1,0,0
761,0,1,1,1,0,0,0,0,0,0
762,1,0,0,0,0,0,0,0,0,0
763,1,0,0,1,0,0,0,0,0,0
764,1,0,0,0,1,0,0,0,0,0
765,0,1,0,0,0,0,0,0,0,0
766,1,0,0,0,0,0,0,0,0,0
767,1,0,1,0,0,1,0,0,0,0
768,1,1,0,0,1,0,0,0,0,0
769,1,1,0,0,0,0,0,0,0,0
770,1,0,0,0,1,0,1,0,0,0
771,0,0,0,0,1,0,1,0,0,0
772,0,0,1,0,1,0,0,0,0,0
773,0,1,1,0,1,1,0,0,1,0
774,1,0,1,0,1,0,1,0,0,0
775,1,0,0,0,1,0,0,0,0,0
776,1,0,0,0,1,0,0,0,0,0
777,1,0,0,0,0,0,0,0,0,1
778,0,0,1,0,0,1,0,0,1,0
779,1,0,0,0,0,0,1,0,0,0
780,1,0,0,0,1,0,1,0,0,0
781,1,0,0,0,1,0,1,0,0,0
782,0,1,0,0,1,0,0,0,1,0
783,0,1,0,0,1,0,1,0,0,0
784,0,0,1,0,0,0,0,0,1,0
785,0,0,0,0,1,1,0,0,1,0
786,0,0,0,0,1,0,0,0,1,0
787,1,0,0,0,0,0,1,0,0,0
788,0,0,0,0,1,0,0,0,0,0
789,1,0,0,0,0,0,0,0,0,1
790,1,0,0,0,0,0,0,0,0,0
791,1,0,0,0,0,0,0,0,0,0
792,0,1,1,1,0,0,0,0,0,0
793,0,0,0,1,0,0,0,0,0,0
794,1,0,0,0,1,0,1,0,0,0
795,0,2,0,1,0,0,0,1,0,0
796,1,0,1,0,0,1,0,0,1,0
797,1,0,0,0,0,0,0,0,0,0
798,0,0,0,0,1,0,0,0,0,0
799,0,0,1,0,1,1,0,0,1,0
800,0,0,1,0,1,1,0,0,1,0
801,0,0,1,0,0,1,0,0,1,0
802,0,0,0,1,0,0,0,1,0,0
803,0,0,0,0,1,0,0,0,0,0
804,0,0,0,0,1,0,0,0,0,0
805,0,0,1,0,0,0,0,0,1,0
806,0,0,0,1,0,0,0,0,0,0
807,0,0,0,0,1,0,0,0,0,0
808,0,0,0,1,0,0,0,0,0,0
809,1,0,0,0,0,0,0,0,0,0
810,0,0,0,1,0,0,0,0,0,0
811,0,0,0,0,1,0,0,0,0,0
812,1,0,1,0,0,1,0,0,0,0
813,1,0,0,0,0,0,0,0,0,0
814,0,0,0,0,1,0,1,0,0,0
815,0,0,0,1,0,0,0,0,0,0
816,0,0,1,0,0,0,0,0,1,0
817,0,0,1,0,1,0,0,0,1,0
818,0,1,0,0,0,0,0,0,0,1
819,1,0,0,0,0,0,0,0,0,0
820,0,1,1,0,1,0,0,1,0,0
821,1,0,0,0,1,1,0,0,0,0
822,0,0,0,0,1,0,0,0,0,0
823,0,0,0,0,1,0,0,0,0,0
824,0,0,0,0,1,0,0,0,0,0
825,0,0,0,1,0,0,0,0,0,0
826,0,0,0,0,1,0,1,0,1,0
827,0,0,0,0,1,0,0,1,0,0
828,1,0,0,0,1,0,0,0,0,0
829,1,0,0,0,1,0,1,0,0,0
830,0,0,0,0,1,0,0,0,0,0
831,1,0,0,0,0,0,1,0,0,0
832,0,2,0,0,1,0,1,0,0,0
833,0,1,0,0,1,1,0,0,0,0
834,0,2,0,0,1,0,1,0,0,0
835,0,3,1,1,1,0,0,0,0,0
836,0,3,0,0,1,0,0,0,0,0
837,0,0,0,0,1,1,0,0,1,0
838,0,2,0,0,0,0,1,0,0,0
839,0,1,1,1,1,0,0,1,0,0
840,1,2,0,1,0,0,0,1,0,0
841,0,2,0,0,1,0,0,0,0,0
842,0,1,0,0,0,0,0,0,1,0
843,0,1,0,0,1,0,0,0,1,0
844,0,1,1,0,1,0,0,0,0,0
845,0,2,1,0,1,0,0,0,0,0
846,0,0,0,0,1,1,0,0,1,0
847,0,1,0,0,0,0,0,0,0,0
848,1,0,0,0,1,0,0,0,0,0
849,0,1,0,0,0,0,0,0,1,0
850,0,1,1,0,1,1,0,0,1,0
851,1,1,1,1,0,0,0,1,0,0
852,0,0,1,0,1,0,0,0,1,0
853,0,0,0,0,1,0,0,0,0,0
854,0,0,0,0,1,1,1,0,0,1
855,1,1,0,0,1,0,1,0,0,0
856,0,0,0,0,1,1,0,0,1,0
857,1,0,0,1,1,0,0,0,0,0
858,0,1,0,0,1,0,0,0,0,0
859,0,0,1,0,1,0,0,0,1,0
860,0,1,0,0,1,0,0,0,1,0
861,0,2,0,0,0,0,0,0,1,1
862,1,1,0,0,1,0,0,0,0,0
863,1,0,0,0,1,0,0,0,0,0
864,1,1,1,0,1,0,0,1,1,0
865,0,1,0,0,0,0,0,0,1,0
866,0,1,0,0,0,0,0,0,1,0
867,1,0,0,0,1,0,1,0,0,0
868,1,0,0,0,1,1,0,0,0,0
869,0,1,0,0,1,0,1,0,1,0
870,1,1,1,0,1,0,0,1,0,0
871,0,0,0,0,1,1,0,0,1,0
872,0,1,0,0,1,0,0,0,0,0
873,1,2,1,0,1,0,1,0,0,0
874,0,1,0,0,0,0,0,0,1,0
875,0,1,1,0,1,1,0,0,1,0
876,1,1,1,1,0,0,0,1,0,0
877,0,1,1,0,1,0,0,0,0,1
878,0,0,1,0,1,1,0,0,1,0
879,0,2,1,0,1,1,0,0,1,0
880,1,1,0,0,0,0,0,0,0,0
881,0,3,1,0,0,1,0,0,0,0
882,0,1,0,1,0,0,0,1,0,0
883,1,1,0,0,1,0,0,0,0,0
884,0,1,1,0,0,0,0,0,1,0
885,0,1,1,0,0,0,0,0,0,0
886,1,2,1,1,0,0,0,0,0,0
887,0,1,0,0,1,0,0,0,0,0
888,1,0,0,0,1,0,0,1,0,0
889,0,1,0,0,0,0,0,0,1,0
890,1,2,0,1,1,0,0,1,0,0
891,0,1,0,0,0,0,0,0,0,0
892,1,1,0,0,1,0,0,0,0,0
893,1,0,0,0,1,0,1,0,0,0
894,1,3,1,1,0,0,1,1,0,0
895,1,2,1,1,1,0,1,1,0,0
896,0,0,0,0,1,1,0,0,1,0
897,1,1,0,0,0,0,0,0,0,0
898,1,2,0,0,0,0,0,1,0,0
899,0,3,0,0,1,0,1,0,0,0
900,0,1,1,0,1,1,1,0,1,0
901,0,1,0,0,0,0,0,0,0,0
902,0,1,0,0,1,0,0,0,0,0
903,1,2,1,1,0,0,0,1,0,0
904,0,0,0,0,1,0,0,0,0,0
905,0,3,0,0,1,0,0,0,1,0
906,1,1,0,1,0,0,0,1,0,0
907,0,2,0,0,1,1,0,0,1,0
908,1,0,0,0,0,0,0,0,0,0
909,0,2,1,1,1,0,1,0,0,0
910,0,2,1,0,1,0,0,0,0,0
911,0,1,0,0,0,0,0,0,0,1
912,0,0,0,0,1,0,1,1,0,0
913,1,0,0,0,0,0,0,0,0,0
914,0,0,0,0,0,0,0,0,0,1
915,1,1,0,1,0,0,0,1,0,0
916,0,3,1,0,0,0,0,0,1,0
917,1,0,0,0,0,0,0,1,0,0
918,0,0,1,0,0,1,0,0,1,0
919,1,2,0,0,1,0,1,0,0,0
920,1,2,0,1,0,0,0,1,0,0
921,0,0,0,1,0,0,0,0,0,0
922,1,0,0,0,1,0,1,0,0,0
923,0,1,0,0,1,1,0,0,0,0
924,1,0,0,0,0,0,0,0,0,1
925,0,0,0,0,1,0,1,0,0,0
926,1,2,1,0,1,0,1,1,0,0
927,0,1,0,0,0,0,0,0,0,0
928,1,0,0,0,1,0,1,0,0,0
929,1,0,0,0,1,0,0,0,0,0
930,1,2,1,1,1,0,0,1,0,0
931,1,1,0,0,0,0,0,1,0,0
932,0,1,0,0,0,0,0,0,0,1
933,1,0,0,0,0,0,0,0,0,0
934,0,2,0,1,1,0,1,0,0,0
935,1,0,0,0,0,0,1,0,0,1
936,0,0,0,0,1,0,1,0,0,0
937,0,1,0,0,1,0,0,1,0,1
938,0,1,0,0,1,0,0,0,1,0
939,1,2,1,1,1,0,0,1,0,0
940,1,0,0,1,0,1,0,1,0,0
941,1,1,0,1,1,0,0,0,0,0
942,1,2,1,1,1,0,1,1,0,0
943,0,0,0,0,1,0,0,0,1,0
944,0,0,0,0,1,1,1,0,0,0
945,0,0,0,1,0,0,0,0,0,0
946,0,0,1,0,1,1,0,0,1,0
947,0,1,0,0,1,1,1,0,1,0
948,1,0,0,0,0,0,0,0,0,1
949,0,0,0,0,0,0,0,0,0,1
950,1,0,0,0,0,0,0,0,0,0
951,1,1,0,0,0,0,0,0,0,1
952,0,0,0,1,0,0,0,0,0,0
953,1,1,0,1,0,0,0,1,0,0
954,1,2,0,1,1,0,0,1,0,0
955,0,0,1,0,1,1,1,0,0,0
956,0,2,1,1,1,0,1,0,0,0
957,0,1,0,0,1,0,0,0,0,1
958,1,0,0,0,1,0,1,0,0,0
959,0,0,0,0,0,0,0,1,0,1
960,1,2,1,1,0,0,0,1,0,0
961,0,0,0,0,0,0,0,0,0,0
962,1,1,1,1,0,0,0,1,0,0
963,0,1,0,0,0,0,0,0,0,1
964,0,0,0,0,1,1,1,0,0,0
965,1,0,0,0,0,0,0,1,0,0
966,1,1,1,1,0,0,0,1,0,0
967,0,0,1,0,1,0,1,0,0,0
968,0,1,0,0,0,0,0,0,0,0
969,1,0,0,0,0,0,0,0,0,1
970,0,2,1,0,1,0,0,0,0,0
971,0,1,0,0,0,0,0,0,0,1
972,1,0,0,0,1,0,1,0,0,0
973,1,1,0,1,0,0,0,1,0,0
974,0,0,1,0,0,1,0,0,1,0
975,1,0,0,0,1,0,0,0,0,0
976,1,0,1,1,0,0,0,0,0,0
977,0,1,0,0,0,0,0,1,0,1
978,0,0,1,0,0,0,0,0,1,0
979,1,0,0,0,0,0,0,0,0,1
980,0,0,0,0,1,0,0,0,0,0
981,1,1,0,0,0,0,0,0,0,1
982,1,1,1,1,1,0,0,1,0,0
983,1,0,0,1,0,0,0,1,0,0
984,1,1,1,1,0,0,0,1,0,0
985,1,0,0,0,0,0,1,0,0,0
986,0,0,1,0,0,1,0,0,0,0
987,0,0,0,0,1,1,0,0,0,0
988,0,0,0,0,1,0,0,0,0,0
989,0,0,1,0,1,1,1,0,0,0
990,1,0,0,0,0,0,0,0,0,0
991,0,1,0,0,0,0,0,0,1,0
992,1,0,1,0,1,1,0,0,0,0
993,0,0,1,0,1,0,0,0,1,0
994,0,0,0,0,1,0,0,0,0,0
995,0,0,0,1,0,0,0,1,0,0
996,1,0,0,0,1,0,0,0,0,0
997,0,1,0,0,1,0,0,0,0,0
998,0,0,1,0,0,1,0,0,1,0
999,0,1,0,0,1,0,0,0,0,0
1000,1,0,1,0,1,1,0,0,1,0
1001,0,0,0,0,1,0,0,0,0,1
1002,1,1,1,0,1,0,0,0,0,1
1003,1,0,0,0,0,0,1,0,0,0
1004,0,1,0,1,0,0,0,0,0,0
1005,1,0,0,0,1,0,0,0,0,0
1006,1,0,0,0,0,0,1,0,0,0
1007,1,1,0,0,1,0,0,0,0,1
1008,1,0,0,0,1,0,0,0,0,0
1009,0,0,0,0,1,0,1,0,0,0
1010,1,0,0,0,1,0,1,0,0,0
1011,0,1,0,0,0,0,0,0,0,0
1012,0,0,0,0,1,0,0,0,0,1
1013,1,0,1,0,1,0,1,0,0,0
1014,0,0,1,1,0,0,0,1,0,0
1015,0,0,0,0,0,0,0,0,0,1
1016,0,0,1,0,1,1,0,0,1,0
1017,0,0,0,0,0,1,0,0,1,0
1018,0,0,0,0,0,0,0,0,0,1
1019,1,0,0,0,0,0,0,0,0,1
1020,1,0,0,0,0,0,0,0,0,0
1021,0,0,0,0,1,0,0,0,0,0
1022,1,2,0,0,1,0,0,1,0,0
1023,1,0,0,0,0,0,0,0,0,1
1024,0,1,0,0,1,0,0,0,0,1
1025,0,1,0,0,1,0,1,0,0,0
1026,0,0,0,0,0,0,0,0,0,1
1027,0,0,0,0,0,0,0,1,0,1
1028,1,0,0,0,0,0,0,0,0,0
1029,0,0,0,0,1,1,0,0,1,0
1030,0,0,0,0,0,0,1,0,0,0
1031,1,0,0,0,0,0,0,0,0,0
1032,0,0,0,0,0,0,0,0,0,1
1033,0,1,0,0,0,0,0,0,0,1
1034,1,0,0,0,1,0,1,0,0,0
1035,0,0,0,0,1,0,1,0,0,0
1036,1,0,0,0,0,0,1,0,0,0
1037,0,1,0,0,0,0,0,0,0,1
1038,0,1,1,1,0,0,0,0,0,0
1039,1,0,0,0,1,0,0,1,0,1
1040,1,0,1,0,0,0,0,0,0,0
1041,0,0,0,0,0,0,0,0,0,1
1042,0,0,0,0,1,1,0,0,1,0
1043,1,1,1,0,1,0,1,0,0,0
1044,0,0,0,0,1,0,0,0,0,0
1045,0,0,1,0,0,0,0,0,0,1
1046,0,0,0,0,1,0,1,0,1,0
1047,0,1,0,0,0,0,0,0,0,0
1048,0,0,0,0,1,0,0,0,0,0
1049,0,0,0,1,0,0,0,0,0,0
1050,1,0,0,0,1,0,0,0,0,0
1051,1,0,0,0,1,0,1,0,1,0
1052,1,0,0,0,1,0,1,0,0,0
1053,1,0,0,0,0,0,0,0,0,0
1054,1,0,0,0,0,0,0,0,0,0
1055,1,0,0,0,1,0,0,1,0,0
1056,1,0,0,0,0,0,0,0,0,0
1057,0,1,0,0,0,0,0,0,0,1
1058,0,1,0,0,0,0,0,0,0,1
1059,0,2,0,0,0,0,0,0,0,0
1060,1,0,0,0,0,1,0,0,1,0
1061,0,0,0,0,0,0,0,0,0,0
1062,0,0,1,0,1,0,1,0,0,0
1063,0,1,0,0,1,0,0,0,0,0
1064,0,1,0,0,0,0,0,0,0,0
1065,0,0,0,0,0,0,0,0,1,0
1066,1,0,0,0,0,0,0,0,0,0
1067,0,1,0,1,0,0,0,0,0,0
1068,0,0,0,0,1,0,0,0,0,0
1069,1,0,0,0,1,0,1,0,0,0
1070,1,0,0,0,1,0,1,0,0,0
1071,1,0,0,0,1,0,0,0,0,0
1072,0,0,0,0,1,0,0,0,0,0
1073,0,0,0,0,1,0,0,0,1,0
1074,0,1,0,0,1,0,0,0,0,1
1075,1,0,0,0,0,0,0,0,0,0
1076,1,0,0,0,1,0,1,0,0,0
1077,1,0,0,0,0,0,1,0,0,0
1078,1,0,0,0,1,0,0,0,0,0
1079,0,0,0,1,0,0,0,0,0,0
1080,0,1,0,0,0,0,0,0,0,0
1081,1,0,0,0,0,0,0,0,0,0
1082,1,0,1,0,1,0,0,0,1,0
1083,0,1,0,0,1,0,0,0,1,0
1084,0,1,0,1,0,0,0,0,0,0
1085,1,0,0,0,1,0,1,0,0,0
1086,0,0,0,0,0,0,0,0,0,1
1087,1,0,0,0,0,0,1,0,0,0
1088,0,0,0,1,0,0,0,0,0,0
1089,1,0,0,0,1,0,1,0,0,0
1090,1,0,0,0,0,0,0,0,0,0
1091,1,0,1,0,1,0,0,0,0,0
1092,0,0,0,1,0,0,0,0,0,0
1093,1,0,0,0,1,0,1,0,0,0
1094,1,1,0,1,0,0,0,1,0,0
1095,1,0,0,0,0,0,1,1,0,0
1096,0,0,0,1,0,0,0,0,0,0
1097,1,0,0,0,1,0,0,0,0,0
1098,1,0,0,0,0,0,0,0,0,0
1099,0,0,1,0,0,1,0,0,1,0
1100,1,0,0,0,1,1,0,0,0,0
1101,1,0,0,0,0,0,1,0,0,0
1102,0,0,0,0,1,0,0,0,0,0
1103,0,0,1,0,1,0,0,0,0,0
1104,0,0,0,1,0,0,0,0,0,0
1105,0,0,1,0,0,0,0,0,1,0
1106,1,1,0,0,1,0,0,0,0,1
1107,0,0,1,0,1,0,0,0,1,0
1108,1,0,0,1,0,0,0,0,0,0
1109,0,1,0,0,0,0,0,0,0,1
1110,0,0,0,0,0,0,0,0,1,0
1111,0,0,0,0,0,0,0,0,0,0
1112,1,0,1,0,0,1,0,0,0,0
1113,0,0,0,0,1,0,0,0,0,0
1114,1,1,0,0,0,0,0,0,0,0
1115,1,0,0,0,0,0,1,0,0,0
1116,0,0,0,0,1,1,0,1,1,0
1117,1,0,0,0,0,0,0,0,0,0
1118,1,0,0,0,0,0,0,0,0,0
1119,1,0,0,0,0,0,1,0,0,0
1120,1,0,0,0,0,0,0,0,0,0
1121,0,0,0,0,1,1,0,0,0,0
1122,0,1,0,0,0,0,0,0,0,1
1123,0,3,0,0,1,0,0,0,1,0
1124,1,0,0,0,0,0,0,0,0,0
1125,1,2,0,0,1,0,1,0,0,0
1126,1,3,1,1,1,0,0,0,0,0
1127,1,0,0,0,1,0,0,0,0,0
1128,0,3,1,0,1,0,0,0,0,0
1129,1,1,0,1,1,0,0,0,1,0
1130,0,1,1,0,1,1,0,0,1,0
1131,0,2,0,0,1,0,0,0,0,0
1132,1,3,1,0,0,0,0,0,1,0
1133,0,1,0,0,1,1,0,0,1,0
1134,0,1,0,0,0,0,0,0,1,0
1135,1,1,0,0,1,1,0,0,0,0
1136,0,2,0,0,1,1,0,0,0,0
1137,0,1,0,0,0,0,0,0,0,0
1138,0,2,0,0,1,0,0,0,0,0
1139,0,0,1,0,0,1,0,0,1,0
1140,0,0,1,0,1,1,0,0,1,0
1141,0,0,0,0,1,0,0,0,1,0
1142,0,3,0,0,1,0,0,0,0,0
1143,0,1,0,0,1,1,0,0,1,0
1144,0,2,0,0,1,0,0,0,0,0
1145,0,1,1,1,0,0,1,1,0,0
1146,0,0,1,0,1,1,0,0,1,0
1147,1,0,0,0,1,0,0,0,0,0
1148,0,1,1,0,1,0,0,0,1,0
1149,0,1,0,0,1,1,0,0,1,0
1150,0,1,0,0,0,0,0,0,0,1
1151,0,1,1,0,1,0,0,0,1,0
1152,1,1,0,0,1,0,0,0,0,0
1153,0,1,0,0,1,0,0,0,1,0
1154,1,1,1,0,0,0,0,1,0,0
1155,0,0,0,0,1,0,0,0,1,1
1156,0,0,1,0,1,1,0,0,1,0
1157,0,3,0,0,1,0,1,0,1,0
1158,0,1,0,0,0,0,0,0,0,1
1159,0,0,0,0,1,0,0,0,1,0
1160,1,0,0,0,0,0,0,0,0,0
1161,0,0,0,0,1,1,0,0,1,0
1162,0,1,1,0,1,0,0,0,0,0
1163,1,1,0,0,1,0,0,0,0,0
1164,0,1,1,0,1,0,0,0,0,0
1165,0,1,0,0,1,1,0,0,0,0
1166,0,0,1,0,1,0,0,0,0,0
1167,1,1,0,0,1,0,0,0,0,0
1168,1,1,0,0,1,1,0,0,1,0
1169,1,2,0,0,1,1,0,0,0,0
1170,0,2,0,0,1,0,1,0,1,0
1171,0,1,1,0,1,0,0,0,0,0
1172,0,1,0,0,1,0,0,0,1,0
1173,0,1,1,0,1,0,0,0,0,0
1174,1,0,0,0,0,0,0,0,0,0
1175,0,1,0,0,1,0,0,0,1,0
1176,0,3,1,0,1,0,0,0,1,0
1177,1,0,0,0,1,0,0,0,0,0
1178,0,1,0,0,0,0,0,0,1,0
1179,1,0,0,0,1,0,0,0,0,0
1180,0,1,1,0,1,0,0,0,1,0
1181,0,0,1,0,1,1,0,0,1,0
1182,1,1,0,0,1,0,0,0,0,0
1183,0,0,0,1,1,0,1,1,0,0
1184,1,3,0,0,1,0,1,0,0,1
1185,1,2,0,0,1,0,0,0,0,0
1186,1,1,1,1,1,0,0,1,0,0
1187,0,1,0,0,0,0,0,0,1,0
1188,0,2,0,0,1,0,0,0,1,0
1189,1,0,1,0,0,0,1,0,0,0
1190,0,1,0,0,0,0,0,0,1,0
1191,1,0,0,0,0,0,0,0,0,0
1192,0,1,1,0,1,0,0,0,0,0
1193,0,3,1,1,0,0,0,1,0,0
1194,1,0,0,0,1,0,1,0,0,0
1195,1,0,0,0,0,0,0,0,0,0
1196,0,1,0,0,1,0,0,0,1,0
1197,1,1,0,0,0,0,0,0,0,0
1198,0,1,0,0,1,0,0,0,0,0
1199,0,1,0,0,1,0,0,0,1,0
1200,1,2,0,1,0,0,0,0,0,0
1201,1,2,0,1,0,0,0,1,0,0
1202,0,1,1,0,1,1,0,0,1,0
1203,0,3,1,1,1,0,0,0,1,0
1204,1,0,0,0,1,0,0,1,0,0
1205,0,1,1,0,1,1,0,0,1,0
1206,0,2,0,1,1,0,0,1,1,0
1207,0,3,1,0,1,0,0,0,0,0
1208,0,0,0,0,1,0,0,0,0,0
1209,0,0,0,0,1,1,0,0,1,0
1210,0,0,0,0,1,0,1,0,0,0
1211,0,2,0,1,1,0,0,0,1,0
1212,0,1,0,0,1,0,1,0,0,0
1213,1,0,0,1,1,0,0,0,0,0
1214,1,0,0,0,1,0,0,0,0,0
1215,0,0,1,0,1,1,0,0,1,0
1216,1,0,0,0,1,0,0,0,0,0
1217,0,1,0,0,1,0,0,0,1,0
1218,0,3,0,0,1,0,0,0,1,0
1219,0,1,1,0,1,0,0,0,1,0
1220,1,1,0,0,1,0,0,0,0,0
1221,1,0,0,0,0,0,1,0,0,0
1222,0,1,0,0,1,1,0,0,0,0
1223,0,1,0,0,1,0,0,0,1,0
1224,0,1,0,0,1,0,0,0,0,0
1225,0,1,1,0,1,0,0,0,1,0
1226,0,0,0,0,0,1,0,0,0,1
1227,1,0,0,0,1,0,0,0,0,0
1228,1,0,0,0,1,0,1,0,0,0
1229,0,1,1,0,0,0,0,0,1,0
1230,0,0,0,0,1,0,0,0,0,0
1231,1,0,0,0,1,0,0,0,0,0
1232,0,0,1,0,1,1,0,0,0,0
1233,0,3,0,0,1,0,0,0,1,0
1234,1,0,0,0,0,0,0,1,0,0
1235,0,1,0,0,0,0,0,0,1,0
1236,0,2,1,1,1,0,0,0,0,0
1237,0,0,1,1,1,1,0,0,1,0
1238,0,0,0,0,0,0,0,0,0,1
1239,1,2,0,0,1,0,0,0,1,0
1240,1,1,1,0,0,0,0,0,0,0
1241,0,1,1,0,1,0,0,0,1,0
1242,0,0,0,0,1,0,1,0,0,0
1243,0,1,0,0,0,1,0,0,0,1
1244,0,1,0,0,1,1,0,0,1,0
1245,0,2,0,0,1,0,0,0,1,0
